fid,DN,Area-km2
3685,2887,1.401257202
3686,2627,2.715385079
3687,2893,17.00143515
3688,2209,3.151142513
3689,2889,0.951148438
3690,2646,0.00726107
3691,3432,0.00726107
3692,2620,2.279756263
3693,2898,3.259934546
3694,2844,0.914797854
3695,2621,0.036305392
3696,2843,0.42836581
3697,2891,0.377566449
3698,2888,0.007261135
3699,3068,0.007261135
3700,3301,0.065349696
3701,2624,0.0072612
3702,3303,0.108916512
3703,3083,0.145222575
3704,3299,11.84904785
3705,2622,0.116178403
3706,2838,0.007261266
3707,2892,0.007261266
3708,3082,4.733915587
3709,2894,3.318172561
3710,3432,0.210573767
3711,3283,7.775190786
3712,3302,0.167006266
3713,2628,2.729976612
3714,2172,1.04558339
3715,2892,0.210574945
3716,3304,0.203315066
3717,3084,0.137963372
3718,3084,0.007261396
3719,3305,0.021784099
3720,2838,0.05809111
3721,3306,0.07261357
3722,3084,0.007261461
3723,3436,0.007261461
3724,3206,5.837337611
3725,3296,4.784630946
3726,2899,0.065352726
3727,3349,0.021784491
3728,3436,0.007261527
3729,2903,0.225103183
3730,2900,0.094398671
3731,2901,0.021784669
3732,2904,0.007261592
3733,2900,0.007261592
3734,3064,0.007261592
3735,3339,0.007261592
3736,3087,5.329345478
3737,2888,0.820523485
3738,3435,0.043569509
3739,2904,0.007261657
3740,2900,0.007261657
3741,3436,0.007261657
3742,3080,7.827087735
3743,3068,0.384859484
3744,2902,0.02178506
3745,3085,0.668040625
3746,3436,0.007261722
3747,2169,9.010724347
3748,2625,2.679245296
3749,2624,0.239630943
3750,2623,0.914916155
3751,3284,11.87172942
3752,2626,0.007261853
3753,3088,3.761419059
3754,2210,4.204267016
3755,3307,0.522837713
3756,3089,0.007261918
3757,2208,10.74443211
3758,3308,0.007261983
3759,3310,0.007261983
3760,3092,0.820581945
3761,3308,0.007262048
3762,3431,0.980301852
3763,3308,0.246904196
3764,2890,1.880692329
3765,2199,2.338069832
3766,3203,0.007262179
3767,3091,0.304998419
3768,3310,0.37762524
3769,2626,4.219023786
3770,3204,2.686896903
3771,3300,7.196040557
3772,2884,13.96177957
3773,3433,0.784297253
3774,2200,3.303811458
3775,2905,4.240799345
3776,3089,3.369550626
3777,2631,0.421209153
3778,3447,2.091357747
3779,2909,2.040511646
3780,2197,5.459831032
3781,2198,3.61608753
3782,2632,0.007262635
3783,2906,0.007262635
3784,2175,12.14571646
3785,2907,0.05810086
3786,3449,2.403668001
3787,3438,8.488253355
3788,2632,0.668136091
3789,3062,0.254191249
3790,3061,0.0290508
3791,3093,0.682673203
3792,3314,0.029051222
3793,2908,0.079889996
3794,2912,0.02178858
3795,3313,0.036314111
3796,2944,0.007262896
3797,3096,0.007262896
3798,2170,9.680119878
3799,2910,4.008623544
3800,3309,6.368694455
3801,3448,8.996802518
3802,2906,1.198299725
3803,3094,0.377655642
3804,3311,0.864233983
3805,3094,0.007262961
3806,3194,0.007262961
3807,3314,0.007262961
3808,3315,0.239672814
3809,2914,0.007263026
3810,3064,1.677595335
3811,3094,0.007263026
3812,3086,3.427751773
3813,3094,0.007263091
3814,3450,3.28261708
3815,2618,6.585813512
3816,2179,0.02178938
3817,2641,0.007263156
3818,3090,4.982077031
3819,2180,0.341363422
3820,3067,4.248419991
3821,3317,0.39219997
3822,3130,0.007263221
3823,3202,0.007263221
3824,2917,3.159047642
3825,3434,5.744472412
3826,3194,0.551992259
3827,3319,0.595564914
3828,3193,0.087158379
3829,3348,0.050842289
3830,2913,0.116209025
3831,2915,0.392214152
3832,3130,0.007263287
3833,3320,0.007263287
3834,2918,0.936906412
3835,3320,0.036316392
3836,2914,0.123474938
3837,3130,0.007263352
3838,3322,0.007263352
3839,3318,0.007263352
3840,3129,0.268738807
3841,2922,0.014526769
3842,3130,0.007263417
3843,3320,0.029053537
3844,2635,4.916271084
3845,3318,0.297793832
3846,2633,1.329054269
3847,2928,0.007263482
3848,3130,0.007263482
3849,2636,4.916421782
3850,3327,1.721197625
3851,3328,2.607162094
3852,3203,7.386082879
3853,2926,0.007263547
3854,3323,0.326852824
3855,2916,0.370430871
3856,3097,0.232430833
3857,3195,0.007263612
3858,3328,0.007263612
3859,3326,0.007263612
3860,3103,2.628973184
3861,3329,3.943637699
3862,2919,6.354392042
3863,3325,5.418015398
3864,3102,0.007263678
3865,3101,0.007263678
3866,3095,1.336421277
3867,2925,0.07263645
3868,2938,0.007263743
3869,2926,0.007263743
3870,3106,0.007263743
3871,3101,0.007263743
3872,3096,0.007263743
3873,3098,0.007263743
3874,2176,14.03527169
3875,3312,1.990025256
3876,3104,4.328462215
3877,2940,0.007263808
3878,3102,0.007263808
3879,2211,11.73610546
3880,2937,6.391339425
3881,3112,0.014527746
3882,3111,1.17656789
3883,3112,1.321859018
3884,3346,0.305073553
3885,2923,0.624671382
3886,3112,0.014527876
3887,3109,2.999624005
3888,2920,5.032768006
3889,3107,1.982899536
3890,2643,0.072638919
3891,2842,8.235028093
3892,2637,0.210647428
3893,2942,0.399503566
3894,2639,1.423625464
3895,3326,1.140405995
3896,3099,2.731067626
3897,3063,2.883428358
3898,3110,0.268764513
3899,2638,0.24697083
3900,2641,2.672866916
3901,3115,3.37742769
3902,2933,1.34371431
3903,3096,1.07499955
3904,2938,1.706968595
3905,2644,0.552039881
3906,2640,0.072640709
3907,2640,0.007264134
3908,2934,5.323267964
3909,3113,0.254241043
3910,3202,1.67062638
3911,2212,12.73197258
3912,2935,0.363199787
3913,2645,4.96719974
3914,3339,4.924005349
3915,3340,2.505851057
3916,2177,7.284953332
3917,3330,4.975360944
3918,2943,1.104057393
3919,3098,0.820822285
3920,3127,0.050849782
3921,3341,4.997194552
3922,3196,0.907982329
3923,3336,1.525231839
3924,2640,0.123493429
3925,3352,0.043586064
3926,3132,0.40679388
3927,2944,0.007264459
3928,3134,0.007264459
3929,3341,0.007264459
3930,3335,4.277707871
3931,3131,0.864438451
3932,2929,0.072644898
3933,2930,0.014529049
3934,2944,0.007264524
3935,3134,0.007264524
3936,3352,0.007264524
3937,3349,5.854210879
3938,2927,0.835378712
3939,3337,1.939439149
3940,2944,0.00726459
3941,3352,0.00726459
3942,3201,3.138021312
3943,2931,2.949244226
3944,3351,0.602932635
3945,2944,3.995089428
3946,3116,5.208202231
3947,2930,0.050852193
3948,3350,5.781751295
3949,3128,0.76274463
3950,2936,1.053329823
3951,2634,3.566396002
3952,2931,0.065382236
3953,2178,5.128421017
3954,2646,7.241611641
3955,3451,14.79594881
3956,2928,1.147761719
3957,3353,0.261525658
3958,3117,0.508517301
3959,2649,1.953842066
3960,3195,2.106613957
3961,3198,2.956633053
3962,2841,8.66458534
3963,2642,1.046082783
3964,3324,1.20583754
3965,3316,2.992776017
3966,3334,0.00726498
3967,3356,0.00726498
3968,2650,2.527539378
3969,3333,3.239708463
3970,2648,0.007265046
3971,2650,0.007265046
3972,3118,0.007265046
3973,3343,0.007265046
3974,3429,0.014530156
3975,3430,0.007265111
3976,2651,8.106354044
3977,2647,1.4675023
3978,3344,0.058121146
3979,3429,0.007265176
3980,3060,1.736284292
3981,3452,4.787532703
3982,3100,0.007265306
3983,3114,1.699942019
3984,2652,2.055749488
3985,2653,0.435889901
3986,2657,0.108979337
3987,2939,4.395019819
3988,2658,0.123511114
3989,2834,0.007265501
3990,3100,6.073252293
3991,3331,9.858122063
3992,2654,2.332013518
3993,2655,0.283351007
3994,2658,0.007265566
3995,3354,3.646989063
3996,2945,0.988022745
3997,3118,1.917975368
3998,3108,5.208814843
3999,2946,0.886343711
4000,2946,0.007265762
4001,2648,2.048787395
4002,3342,8.739574882
4003,2652,1.264187865
4004,3355,4.35179498
4005,2947,0.138049735
4006,3338,2.608155928
4007,3119,4.70779032
4008,2659,0.959069967
4009,2948,0.065392573
4010,3057,0.043595246
4011,3056,0.007265957
4012,3191,0.007265957
4013,3428,0.007265957
4014,3122,0.813746291
4015,3192,0.029063989
4016,2660,0.007266022
4017,3123,0.007266022
4018,3191,0.007266022
4019,3055,0.021798156
4020,3059,3.647235661
4021,2668,3.262046963
4022,2660,0.443221016
4023,2667,2.927785713
4024,3055,0.007266152
4025,3334,2.20143137
4026,2672,0.007266218
4027,2668,0.007266218
4028,2667,0.029064733
4029,3456,0.007266218
4030,3455,2.724572734
4031,2940,4.50430352
4032,3453,0.07266159
4033,3368,0.007266283
4034,2932,7.141620463
4035,2671,0.421437474
4036,3456,0.036331694
4037,2672,0.007266348
4038,2669,0.079928922
4039,3454,0.021798954
4040,3136,3.763525817
4041,2699,2.957009612
4042,3125,0.058129764
4043,2954,0.007266413
4044,3457,8.050528191
4045,2661,1.518592384
4046,2955,11.49414066
4047,2988,0.007266478
4048,2954,0.007266478
4049,2656,0.980906893
4050,2732,6.937134041
4051,2701,1.133468991
4052,2702,3.04397485
4053,2730,0.007266543
4054,2700,3.516386715
4055,2733,12.52455028
4056,2707,2.492072242
4057,2665,0.668506118
4058,3197,4.090411653
4059,3121,1.44590424
4060,2731,9.305055944
4061,2705,2.259334976
4062,2734,0.007266608
4063,2706,3.378176189
4064,3056,0.239789605
4065,3126,0.864685077
4066,2949,0.399645432
4067,2675,5.150744587
4068,3135,7.650795685
4069,2676,1.990685186
4070,2951,0.683046871
4071,2670,0.29792754
4072,2662,1.010033293
4073,2663,0.428719005
4074,2664,0.007266738
4075,3199,3.829095519
4076,2676,0.007266803
4077,2950,0.268858196
4078,3137,0.603120465
4079,2673,1.932782618
4080,2676,0.007266868
4081,2685,0.980918632
4082,2958,0.152602788
4083,3054,0.007266934
4084,3332,0.007266934
4085,2708,2.986148078
4086,3458,5.021164192
4087,3058,3.931078004
4088,3053,0.014533997
4089,3189,0.007266999
4090,3138,1.634975326
4091,3332,13.56514022
4092,3200,2.586719798
4093,2679,0.036334952
4094,3189,0.007267064
4095,2741,1.504153119
4096,3356,9.300410596
4097,3120,3.625796741
4098,2742,2.644660702
4099,2677,4.243105879
4100,2742,0.007267194
4101,3142,0.007267194
4102,2816,0.196209613
4103,2743,4.424593376
4104,3139,0.835695048
4105,2738,1.271561782
4106,2743,0.007267259
4107,3142,0.007267259
4108,2734,9.63440101
4109,2744,1.896289681
4110,2666,1.155401413
4111,2738,0.007267324
4112,3142,0.007267324
4113,2956,10.66733381
4114,2743,0.029069426
4115,3357,5.362592513
4116,2678,0.327025156
4117,2739,0.050871569
4118,2823,0.050871569
4119,3145,0.007267454
4120,2680,0.973780043
4121,2664,0.748507408
4122,3054,1.199052774
4123,3143,0.130811992
4124,2824,0.09447578
4125,2738,0.079942117
4126,2826,0.007267519
4127,3146,0.014535038
4128,3358,0.007267519
4129,3373,0.82116013
4130,3427,0.886560888
4131,3144,0.065407087
4132,2737,1.743941861
4133,2828,0.007267584
4134,2827,0.007267584
4135,3374,3.284451622
4136,3145,12.65822563
4137,2685,0.22528718
4138,2957,0.755784632
4139,3375,0.021802842
4140,3372,0.007267649
4141,2686,3.792546311
4142,3377,2.732308086
4143,2681,0.145350774
4144,2683,0.021803143
4145,3378,0.007267714
4146,3375,0.007267714
4147,3378,2.405227553
4148,2740,0.857549083
4149,2682,0.305237731
4150,2828,0.552337605
4151,2810,0.007267779
4152,3378,0.007267779
4153,3378,0.029070988
4154,2959,0.305231966
4155,2962,0.00726791
4156,3379,12.31698292
4157,2684,0.109018252
4158,2964,0.007267975
4159,2698,1.896706332
4160,2960,0.036339873
4161,2729,1.249954228
4162,2703,4.287444342
4163,2735,1.642463734
4164,2697,1.082814072
4165,2687,5.159735532
4166,3363,4.5930108
4167,3359,2.630772623
4168,2736,0.225303843
4169,2696,0.00726817
4170,2698,0.00726817
4171,3362,0.00726817
4172,3364,0.00726817
4173,2952,4.084229812
4174,3361,0.69770677
4175,2689,0.181700751
4176,3189,1.18466729
4177,2727,0.087218623
4178,3360,0.516020965
4179,3360,0.0072683
4180,2691,2.129369886
4181,2809,0.247117882
4182,2695,0.087218623
4183,2728,0.065414692
4184,2696,0.036341701
4185,2726,0.007268365
4186,2728,0.01453673
4187,2812,0.007268365
4188,2730,4.200614658
4189,2836,9.626907657
4190,2693,0.072683135
4191,2690,0.101755506
4192,2694,0.021805184
4193,2726,0.00726843
4194,2728,0.00726843
4195,2723,0.00726843
4196,2696,0.00726843
4197,2800,0.00726843
4198,2810,0.00726843
4199,2835,6.742643298
4200,2960,2.34026099
4201,2815,2.863444374
4202,3190,2.928796506
4203,2724,0.15990199
4204,2963,0.297997561
4205,2748,0.007268495
4206,2725,0.01453699
4207,2694,0.007268495
4208,3146,7.536529303
4209,3053,4.149822232
4210,3140,2.223918827
4211,3364,2.311076564
4212,2961,6.08304226
4213,2674,2.601781016
4214,2747,0.02907411
4215,2745,0.10902723
4216,2748,0.00726856
4217,2704,2.638237093
4218,2751,4.215422887
4219,2833,3.008546902
4220,2709,0.210785858
4221,2834,5.857155363
4222,3459,8.633678898
4223,2807,0.159907246
4224,3362,0.348885384
4225,3460,0.014537315
4226,2710,0.00726869
4227,2798,0.00726869
4228,2802,0.138102658
4229,2829,1.991354729
4230,2749,0.181714203
4231,2746,0.123567016
4232,2711,0.334355312
4233,2710,0.079954852
4234,2714,0.007268755
4235,2808,0.007268755
4236,2964,0.894026122
4237,3148,1.867941922
4238,3460,2.013243166
4239,2726,0.138104219
4240,2796,0.00726882
4241,2967,0.00726882
4242,3367,2.85599765
4243,3380,11.99957663
4244,3365,0.755923295
4245,2808,0.363428272
4246,2796,0.007268885
4247,3368,2.652722803
4248,2796,0.00726895
4249,3368,0.00726895
4250,2717,3.713404195
4251,2962,5.821789028
4252,2692,0.792272084
4253,3358,4.644164268
4254,3428,6.25740841
4255,2801,0.552424986
4256,2802,0.072688746
4257,2806,0.007269015
4258,2830,2.601869315
4259,2832,2.667193474
4260,2715,0.152647767
4261,2713,4.389998287
4262,2831,4.462345998
4263,2712,0.487013903
4264,2718,6.823481525
4265,2832,0.007269145
4266,3371,3.176228293
4267,3147,4.172092563
4268,2810,2.507650887
4269,3150,0.101766799
4270,2794,0.00726921
4271,3369,0.639658027
4272,3149,0.741448557
4273,2714,1.213944146
4274,2965,1.700863818
4275,2752,3.387221209
4276,3370,0.55246283
4277,2794,0.043616077
4278,3046,0.007269405
4279,2967,0.399802624
4280,2798,0.414340939
4281,3372,4.49212206
4282,3366,1.25753445
4283,3381,0.123580218
4284,3044,0.007269535
4285,2969,2.464237597
4286,3426,2.783956097
4287,2971,0.065426062
4288,2986,0.007269666
4289,2971,0.007269666
4290,3384,1.308429922
4291,3383,1.250288313
4292,2986,0.007269731
4293,2972,0.021809103
4294,2968,0.181739007
4295,3424,0.007269731
4296,2987,7.747662458
4297,3023,0.014539591
4298,3381,4.725056057
4299,2970,0.152663386
4300,2796,0.465243313
4301,2985,0.09450649
4302,2984,0.007269861
4303,3158,3.322059938
4304,2721,9.601266147
4305,2966,0.654240198
4306,2688,2.834820796
4307,2716,0.378016241
4308,2973,0.697881401
4309,3157,6.025513794
4310,2719,2.914900078
4311,2975,0.363488891
4312,2764,0.007270056
4313,3395,3.743600817
4314,2988,6.156433373
4315,3052,4.535985643
4316,3385,0.239905387
4317,3387,0.021810256
4318,3020,0.007270121
4319,3396,1.795510477
4320,2977,0.901432578
4321,3022,0.021810362
4322,3021,0.021810468
4323,3388,0.014540371
4324,3051,1.962811531
4325,3397,1.642908784
4326,3184,3.31476005
4327,3046,0.567048712
4328,3188,1.751936477
4329,2978,0.094511715
4330,2978,0.014540501
4331,3018,0.007270251
4332,2974,0.363497441
4333,3469,5.633000005
4334,3024,0.458011592
4335,3386,0.450740599
4336,2976,0.101782167
4337,3188,0.007270316
4338,3468,0.007270316
4339,2753,6.200836471
4340,3470,13.4031781
4341,3045,0.530710136
4342,3153,0.254458202
4343,3045,0.007270381
4344,3186,0.007270381
4345,3468,0.007270381
4346,3187,3.009538403
4347,3025,0.225373235
4348,3151,2.362648988
4349,3382,0.007270446
4350,3183,1.003192329
4351,3423,0.588885501
4352,2754,0.007270511
4353,2762,0.007270511
4354,3001,2.16616776
4355,2983,2.304436908
4356,3000,1.373886515
4357,3382,4.878124455
4358,2999,3.205663885
4359,2998,0.007270576
4360,3152,0.007270576
4361,3183,0.007270576
4362,3463,3.888995261
4363,3398,2.907922127
4364,2757,2.893409774
4365,2981,0.029082302
4366,2982,0.007270641
4367,2763,0.792468481
4368,3464,0.632511438
4369,2979,4.710638588
4370,2765,0.007270706
4371,2989,0.014541411
4372,2980,0.007270706
4373,2982,0.007270706
4374,3020,0.29808961
4375,2765,0.007270771
4376,2980,0.007270771
4377,3467,7.953179565
4378,2813,1.839266463
4379,3425,6.033497424
4380,2755,0.945133666
4381,3461,2.355578412
4382,2814,3.823971054
4383,3012,1.657508845
4384,2758,1.141457207
4385,2720,2.806288306
4386,2990,0.050895791
4387,2764,0.378066472
4388,2781,0.007270901
4389,3013,2.580752585
4390,3465,1.381359244
4391,3011,2.72607149
4392,3154,0.966976532
4393,2750,2.595310868
4394,2989,0.029083602
4395,2779,0.007270966
4396,3012,0.007270966
4397,2990,0.007270966
4398,3026,0.007270966
4399,2984,1.206896065
4400,2779,0.050896499
4401,3013,0.00727103
4402,3012,0.00727103
4403,3002,5.00898593
4404,2780,0.603475939
4405,2993,1.56305388
4406,2765,1.126966554
4407,2781,0.043626378
4408,3168,0.00727116
4409,2722,5.946813623
4410,2756,0.73434989
4411,2782,0.254486488
4412,2768,0.007271225
4413,2993,0.007271225
4414,3161,0.007271225
4415,3392,0.007271225
4416,3389,7.103197851
4417,3152,1.897569602
4418,3394,0.945202008
4419,3026,1.199642465
4420,3155,3.933099138
4421,2766,0.247215697
4422,3393,3.642227526
4423,3424,3.831481855
4424,2777,0.014542646
4425,2994,0.007271355
4426,3014,6.005201309
4427,2994,2.857036777
4428,3019,0.865232711
4429,2754,5.176598166
4430,2812,2.522653675
4431,3186,3.010056882
4432,2991,3.170117818
4433,3466,2.035885105
4434,3159,1.068844494
4435,2777,0.014543036
4436,2817,4.056414723
4437,3391,4.108166693
4438,2778,0.181785697
4439,3468,5.65666148
4440,2980,1.526897721
4441,3009,1.461450649
4442,2811,3.722350974
4443,2995,0.261772244
4444,3010,0.298127431
4445,3422,3.330142743
4446,3390,1.861304187
4447,3156,3.533441167
4448,2997,2.755558829
4449,2795,7.088541402
4450,3033,0.814365301
4451,3010,0.007271745
4452,2996,0.13816069
4453,3016,0.00727181
4454,2996,0.00727181
4455,3163,3.482316109
4456,3401,5.242184598
4457,3462,3.526500354
4458,3036,0.007271875
4459,3034,0.007271875
4460,3161,0.799865475
4461,3160,1.025242961
4462,3034,0.00727194
4463,3181,0.00727194
4464,3402,0.00727194
4465,3048,7.474496955
4466,3164,6.994366085
4467,2998,2.668606026
4468,2797,5.307605611
4469,3006,0.007272005
4470,3471,0.799868929
4471,3007,1.170702974
4472,3404,0.00727207
4473,3421,1.403414838
4474,3405,0.349043616
4475,3402,9.611497297
4476,3399,4.297279907
4477,3472,0.239969387
4478,3406,0.414491343
4479,3406,0.0072722
4480,3162,1.08349295
4481,3419,1.461494826
4482,3407,0.138171313
4483,3047,1.752456678
4484,3410,0.00727233
4485,3003,3.054178789
4486,3419,0.014544725
4487,3410,0.007272395
4488,3408,0.007272395
4489,3168,1.250753463
4490,3185,2.814041937
4491,3170,0.007272525
4492,3015,7.598667472
4493,3182,4.566221366
4494,2819,1.817891487
4495,3050,2.676022096
4496,2767,2.68324116
4497,2803,5.082273263
4498,3167,1.127147002
4499,3408,0.123630971
4500,2762,2.697766618
4501,2992,5.446622438
4502,2820,2.007077993
4503,2818,10.78873059
4504,3400,3.141604782
4505,2804,4.042622221
4506,3473,8.35560653
4507,3392,9.031979138
4508,2806,0.007272979
4509,3035,1.025424171
4510,3008,1.839943888
4511,3420,5.061270039
4512,2805,3.904850226
4513,3165,8.050201876
4514,3171,1.418186006
4515,2761,3.985197846
4516,2768,3.228988079
4517,3036,1.047266454
4518,3409,2.480053765
4519,3004,5.541806337
4520,3172,0.450930406
4521,3123,14.64021516
4522,2821,2.058089463
4523,3027,4.501409369
4524,3166,3.847316445
4525,3016,9.890557281
4526,3411,0.007273499
4527,3181,7.75198405
4528,2769,7.839461431
4529,2822,2.465483003
4530,3049,4.974300498
4531,3418,3.22914466
4532,3029,4.421975057
4533,3475,2.683780277
4534,3491,0.007273758
4535,3034,5.687052799
4536,2806,8.588130363
4537,3491,0.007273823
4538,2784,10.22454571
4539,2770,2.014672846
4540,3410,1.323742227
4541,3173,1.192837456
4542,3028,3.083440524
4543,3411,5.942231735
4544,3403,8.625549298
4545,2786,3.898403008
4546,2783,0.007274018
4547,3474,4.341996854
4548,3476,1.578340387
4549,3479,6.479000025
4550,3174,0.421874444
4551,3478,0.007274083
4552,3480,8.878870312
4553,3478,0.007274148
4554,3488,4.581668967
4555,2788,0.050918841
4556,3483,5.287468462
4557,3030,2.320255121
4558,3487,4.676410643
4559,3417,3.66576917
4560,3481,0.523723962
4561,3488,0.007274278
4562,3482,0.007274278
4563,3484,0.007274278
4564,3484,0.938331289
4565,2785,1.571144869
4566,2787,0.218225428
4567,3487,0.007274343
4568,3404,5.571322626
4569,3489,1.942018372
4570,3031,1.171122347
4571,3175,0.720126203
4572,3414,0.007274537
4573,2783,9.127617695
4574,2771,3.607760947
4575,3477,3.549626123
4576,3482,0.45829185
4577,2772,4.742573933
4578,2776,0.007274797
4579,3490,5.920760911
4580,2759,12.4721573
4581,2760,7.178548334
4582,3413,1.818632786
4583,3124,18.4383838
4584,3042,8.4742395
4585,3506,5.644958706
4586,3485,8.961665062
4587,3503,7.915159768
4588,3170,8.379410777
4589,2792,9.41319355
4590,3032,3.579142483
4591,3416,9.46384145
4592,3179,4.008498014
4593,2773,12.4537698
4594,3416,0.007275835
4595,2776,3.819492752
4596,3492,3.82663231
4597,2789,3.943065202
4598,3491,3.164636549
4599,3037,2.909898174
4600,3178,4.568521504
4601,3412,10.8532068
4602,3176,5.972828932
4603,3500,11.17387613
4604,3415,4.48128914
4605,3509,2.604408772
4606,3495,6.1978517
4607,3486,6.787949197
4608,3039,4.015647718
4609,3478,7.03512258
4610,3497,2.74258094
4611,3496,3.433902285
4612,3498,2.138889831
4613,3510,2.444385968
4614,3507,6.475057501
4615,2791,5.827693912
4616,3493,1.556873353
4617,3494,3.411930566
4618,3177,18.06916944
4619,3505,4.641462062
4620,2775,2.553847017
4621,3041,9.486809537
4622,2790,4.016157695
4623,3414,9.945531893
4624,3180,4.227168233
4625,3508,1.440566444
4626,3038,7.166116609
4627,3500,7.290281296
4628,3169,5.819833707
4629,3504,3.288634843
4630,3502,2.284671376
4631,3501,1.004092985
4632,3499,31.12708191
4633,2774,13.77999232
4634,3040,3.433848925
