fid,DN,Area-km2
1332,436,2.40490288
1333,856,0.00722272
1334,854,0.00722272
1335,858,0.00722272
1336,478,0.00722272
1337,379,6.86011983
1338,463,5.083818344
1339,1152,2.245790215
1340,1138,6.607177696
1341,479,2.715295579
1342,391,7.431215408
1343,854,0.007222786
1344,480,0.007222786
1345,477,0.007222786
1346,427,1.458867198
1347,424,2.715374455
1348,423,5.776907789
1349,1147,0.007222852
1350,461,3.603746588
1351,425,0.021668466
1352,420,0.007222852
1353,419,0.007222852
1354,1165,7.329431908
1355,462,0.007222918
1356,464,0.007222918
1357,1242,0.007222918
1358,420,0.007222918
1359,419,0.007222918
1360,456,1.675576162
1361,855,11.06412829
1362,464,0.426131845
1363,475,0.130011313
1364,462,0.548924441
1365,473,0.52725835
1366,462,0.007222984
1367,462,0.007222984
1368,426,0.043337707
1369,421,0.101121233
1370,989,6.881521601
1371,1242,0.014446035
1372,929,0.00722305
1373,1243,0.014446101
1374,380,4.492372392
1375,487,5.928992954
1376,483,2.96123718
1377,469,1.444518921
1378,928,1.798432485
1379,901,0.83059614
1380,930,0.274473109
1381,844,2.953869427
1382,488,2.361793708
1383,480,0.592273677
1384,1165,1.92839182
1385,428,1.437348289
1386,432,3.524580941
1387,476,0.260030399
1388,485,0.267255649
1389,467,0.664512563
1390,552,1.314578877
1391,440,4.391017958
1392,902,1.170087386
1393,422,0.245586064
1394,465,0.13723961
1395,492,0.007223315
1396,491,3.806445892
1397,458,1.458983303
1398,903,0.548957737
1399,906,0.007223447
1400,1143,0.693407961
1401,906,0.007223513
1402,854,2.636346808
1403,893,7.127993062
1404,1141,4.073516066
1405,906,0.014447092
1406,1143,0.007223579
1407,915,0.036118046
1408,927,1.459057597
1409,470,0.751212435
1410,883,1.177344338
1411,856,11.97453113
1412,537,0.823471964
1413,917,0.28894326
1414,925,0.007223778
1415,468,0.491199262
1416,1144,4.969330072
1417,894,4.658550868
1418,538,0.541768383
1419,492,4.12445951
1420,541,0.014447885
1421,400,0.007223976
1422,985,4.13809323
1423,399,0.130030669
1424,400,0.021672036
1425,400,0.007224042
1426,400,0.007224042
1427,393,3.633208231
1428,405,7.964798203
1429,486,0.729587479
1430,397,0.628458164
1431,401,0.050568414
1432,400,0.007224108
1433,484,2.015334418
1434,904,0.671803323
1435,916,0.440658047
1436,395,1.509739351
1437,402,0.007224174
1438,417,5.388008265
1439,918,0.772936286
1440,1166,9.728877449
1441,406,8.13180442
1442,405,0.014448414
1443,398,0.043345392
1444,982,4.535736925
1445,905,3.156645621
1446,908,0.007224306
1447,493,4.261871665
1448,406,0.014448612
1449,986,8.391573667
1450,403,0.195054652
1451,396,0.49124445
1452,908,0.007224372
1453,909,0.007224372
1454,1245,0.007224372
1455,416,0.007224372
1456,1147,3.532323485
1457,908,0.007224438
1458,909,0.007224438
1459,534,0.007224438
1460,1142,7.374897235
1461,908,0.021673423
1462,909,0.007224504
1463,1246,0.007224504
1464,1321,6.955962537
1465,1246,0.086693422
1466,1145,1.748185763
1467,906,1.307575591
1468,514,0.007224571
1469,859,5.352524542
1470,1349,4.146009376
1471,1324,0.007224637
1472,1326,0.007224637
1473,544,0.534581693
1474,404,0.729672393
1475,1320,4.471200424
1476,1322,6.797482558
1477,858,0.007224769
1478,860,0.007224769
1479,404,0.007224769
1480,984,6.926289464
1481,415,0.736894677
1482,1350,1.972044006
1483,858,0.007224835
1484,884,3.36612915
1485,1237,7.332139077
1486,983,8.788995706
1487,857,2.687267395
1488,858,0.028899339
1489,1319,2.831732814
1490,984,0.007224901
1491,1148,4.486373796
1492,494,1.661579034
1493,499,3.980408471
1494,551,6.046378131
1495,549,1.350868253
1496,860,7.411583027
1497,495,4.320096112
1498,500,1.358207293
1499,497,0.527420508
1500,498,0.007225165
1501,500,0.007225165
1502,1352,7.721711554
1503,920,0.982547288
1504,1243,8.429956547
1505,503,3.43170575
1506,925,0.498501268
1507,501,0.25288429
1508,924,0.101153609
1509,504,0.007225363
1510,504,0.657489089
1511,866,0.007225429
1512,466,3.178712341
1513,498,0.419068974
1514,862,0.007225561
1515,1244,11.414872
1516,394,3.315955718
1517,861,0.65749719
1518,863,0.29624506
1519,519,0.173412033
1520,862,0.339588579
1521,522,0.007225694
1522,981,6.717680263
1523,919,2.514234398
1524,1314,9.557367532
1525,1249,0.079482107
1526,521,0.065031248
1527,882,0.00722576
1528,522,0.00722576
1529,416,1.618410504
1530,522,0.014451585
1531,522,0.007225826
1532,523,0.007225826
1533,513,4.587458509
1534,1351,5.122062212
1535,1238,6.364821601
1536,1247,3.323613284
1537,909,1.44506973
1538,1146,3.691859841
1539,507,1.56061797
1540,508,2.759903292
1541,505,1.134412558
1542,864,0.303481404
1543,514,1.921894925
1544,1312,0.101161025
1545,514,0.007225958
1546,506,0.007225958
1547,1326,4.255418529
1548,858,4.421373006
1549,550,4.717687806
1550,1270,0.158970019
1551,511,1.0838409
1552,1252,0.007226024
1553,474,3.366552531
1554,1325,1.127163913
1555,1248,2.514370243
1556,496,1.560681482
1557,502,0.903205136
1558,418,9.724284569
1559,523,0.00722609
1560,1270,0.00722609
1561,1328,0.00722609
1562,509,0.635877975
1563,908,0.007226156
1564,1270,0.007226156
1565,1270,0.007226156
1566,1331,0.007226156
1567,1328,0.007226156
1568,1313,4.28431054
1569,1270,0.007226222
1570,888,1.546134598
1571,1269,0.332397464
1572,515,9.869642642
1573,1267,0.448019093
1574,910,3.287564159
1575,512,0.39021301
1576,1323,4.696435317
1577,1331,0.028905284
1578,922,0.00722642
1579,1324,0.00722642
1580,1311,2.268984592
1581,921,0.007226486
1582,879,5.931945157
1583,880,3.699663812
1584,1252,0.79487883
1585,1149,13.83674259
1586,1252,0.007226618
1587,1254,0.007226618
1588,926,5.007210965
1589,1250,0.765946257
1590,1249,0.50583747
1591,1252,0.007226684
1592,1324,2.767516294
1593,520,1.098356576
1594,1336,3.020193447
1595,1251,0.014453434
1596,1253,0.065040139
1597,1335,0.888787652
1598,523,1.185094374
1599,1265,1.264591043
1600,1334,3.86587763
1601,882,0.715390523
1602,546,2.998521302
1603,1253,0.007226816
1604,1254,3.51920233
1605,545,3.012872051
1606,1307,0.021680556
1607,2272,0.007226882
1608,546,0.007226882
1609,932,7.586321329
1610,548,3.930472979
1611,546,0.007226948
1612,1268,0.007226948
1613,516,8.042867494
1614,923,0.80210919
1615,1271,6.011994333
1616,543,4.183534107
1617,1332,0.491412735
1618,1308,0.057815544
1619,1253,0.932263053
1620,525,0.00722708
1621,1274,0.01445416
1622,1273,6.069855239
1623,547,6.430471924
1624,1262,0.007227146
1625,1338,0.975614254
1626,510,2.500409193
1627,1261,0.093951893
1628,1268,1.047864841
1629,1257,0.722677958
1630,506,2.413572176
1631,1341,7.384865963
1632,1260,0.007227212
1633,1263,0.672086991
1634,1342,0.339663415
1635,542,0.007227278
1636,1310,0.007227278
1637,1150,13.04370478
1638,1259,0.968395655
1639,1340,0.657665439
1640,542,3.533328553
1641,1337,0.267406397
1642,912,1.069557411
1643,1306,0.686568965
1644,1272,3.822970538
1645,541,5.491892894
1646,1344,0.72272259
1647,524,2.471531595
1648,1258,0.563719716
1649,931,6.625683397
1650,1274,7.544470905
1651,539,2.897345487
1652,867,1.669465949
1653,517,7.154817186
1654,862,2.681160579
1655,865,2.189655783
1656,540,3.251629114
1657,885,10.63599373
1658,536,5.744602246
1659,870,0.007227806
1660,535,4.270403592
1661,1297,2.471560732
1662,866,4.610724999
1663,886,2.297809537
1664,1298,1.243084705
1665,532,0.997385731
1666,869,0.036139361
1667,869,0.007227938
1668,534,2.695385124
1669,1491,0.007227938
1670,1333,4.278475975
1671,1260,0.874532922
1672,887,3.143432101
1673,1339,1.091376923
1674,924,5.109438785
1675,869,0.021684121
1676,528,0.007228202
1677,528,0.014456536
1678,525,3.765421582
1679,527,3.505477682
1680,533,5.102339047
1681,881,2.999257315
1682,1283,4.011155082
1683,1295,4.553510606
1684,873,0.556576565
1685,1277,0.159025531
1686,1275,3.274197436
1687,1284,0.007228598
1688,1278,0.007228598
1689,1278,0.007228598
1690,872,3.144146498
1691,874,0.2385344
1692,1284,0.007228664
1693,1278,0.007228664
1694,518,7.372005249
1695,868,4.278745927
1696,1281,0.00722873
1697,1296,5.319630036
1698,1285,1.098733602
1699,1279,0.093974019
1700,1286,0.02168628
1701,877,0.007228796
1702,1286,0.007228796
1703,1281,0.007228796
1704,1286,0.043372825
1705,1284,7.19843995
1706,911,5.984419937
1707,1305,5.10286171
1708,1266,5.521847596
1709,908,5.975920686
1710,907,11.35218258
1711,1282,0.072287985
1712,1280,0.007228928
1713,1895,2.443005764
1714,1280,0.260241302
1715,1294,0.02168718
1716,1894,0.007229126
1717,531,0.007229126
1718,1468,0.007229126
1719,1304,0.007229126
1720,1293,5.681126977
1721,913,1.64788208
1722,1893,0.440952189
1723,1292,0.072291343
1724,1304,0.007229192
1725,1289,0.007229192
1726,871,2.754103914
1727,1895,0.0289169
1728,1255,6.433104514
1729,1896,5.739208708
1730,1294,3.028874355
1731,1290,0.144585188
1732,1343,9.294932159
1733,1294,0.00722939
1734,914,4.67627544
1735,1309,1.236086812
1736,1302,0.40484159
1737,1301,0.39760931
1738,531,3.086606024
1739,1289,0.122900059
1740,529,10.47433157
1741,1264,5.34155559
1742,1290,0.04337713
1743,1302,0.007229588
1744,1302,0.021688763
1745,2269,0.571099367
1746,1310,2.696298259
1747,1302,0.007229654
1748,1289,0.007229654
1749,2272,3.223772389
1750,1304,0.00722972
1751,1300,0.00722972
1752,1303,0.072297388
1753,1287,1.691618916
1754,2271,3.006989428
1755,1329,8.82512857
1756,1300,0.028919268
1757,530,0.007229852
1758,1897,5.83311184
1759,1882,0.007229917
1760,1303,3.874931523
1761,1330,10.97300308
1762,1882,0.007230049
1763,921,8.724343552
1764,1898,0.506082171
1765,1256,10.52383789
1766,1891,0.751867915
1767,1288,1.923070688
1768,2270,6.441081164
1769,526,5.320383783
1770,530,8.35705427
1771,922,4.79934178
1772,1897,0.10845185
1773,1892,1.727917776
1774,876,1.626623828
1775,1484,6.925115754
1776,1483,9.700656913
1777,1482,0.007230313
1778,1485,2.61714855
1779,1276,9.064918792
1780,876,0.007230379
1781,1889,0.072303485
1782,1345,5.183189613
1783,1888,0.007230445
1784,1887,0.007230445
1785,1890,0.072303725
1786,1888,0.007230511
1787,2541,2.696369303
1788,1900,0.007230577
1789,1450,0.007230577
1790,2542,2.790586729
1791,1900,0.007230643
1792,1885,2.429036903
1793,1899,2.226847256
1794,2544,0.151839237
1795,2542,0.007230709
1796,1900,0.007230709
1797,2543,4.149459366
1798,2276,0.007230775
1799,1439,0.007230775
1800,1486,1.221930178
1801,2413,0.014461681
1802,1304,6.246730428
1803,1442,5.95005371
1804,1441,2.053349415
1805,1900,0.40492201
1806,1887,0.151845345
1807,1346,8.42953797
1808,1443,0.007230972
1809,1435,0.007230972
1810,877,4.533274348
1811,875,4.937627981
1812,1443,1.851019128
1813,1444,0.968925533
1814,2265,0.014462011
1815,878,3.983609481
1816,2267,4.684972044
1817,1421,5.501824598
1818,1422,2.255837338
1819,2268,4.432274609
1820,1418,0.484464451
1821,2549,6.506699313
1822,2265,0.021693421
1823,2266,0.01446234
1824,2268,0.00723117
1825,1480,0.00723117
1826,2550,3.029662559
1827,1919,0.007231236
1828,1480,0.007231236
1829,1417,6.536035446
1830,1888,0.419396768
1831,1917,4.294535317
1832,1885,0.419399831
1833,1918,6.491089472
1834,1504,1.691930307
1835,1436,4.706754887
1836,1419,1.843900224
1837,2266,0.535106022
1838,1887,0.021693996
1839,1435,3.817044589
1840,1901,0.007231368
1841,1480,0.007231368
1842,1481,3.390958095
1843,1435,0.007231434
1844,1915,3.730662186
1845,1882,0.52784664
1846,1505,6.680698988
1847,1439,0.274782042
1848,1883,0.028925736
1849,1881,1.901623064
1850,1503,2.17639487
1851,1506,0.0072315
1852,1914,0.079546055
1853,1886,7.178273802
1854,1479,0.094008287
1855,1459,0.014463066
1856,1440,1.062991456
1857,1881,0.007231566
1858,1423,3.340654151
1859,1506,7.541772789
1860,1482,2.169335897
1861,1884,0.122936791
1862,2524,0.007231698
1863,1420,1.243806805
1864,1437,1.178714317
1865,1914,0.065085146
1866,1415,1.063026931
1867,1916,9.824834213
1868,1912,0.318195525
1869,2538,1.53298189
1870,1426,3.297019494
1871,1416,0.339885728
1872,1913,0.665308073
1873,1879,0.419438619
1874,1880,0.115708347
1875,1413,0.036159806
1876,1878,0.007232027
1877,1426,0.007232027
1878,2535,3.289634879
1879,1508,0.007232093
1880,1424,3.008365776
1881,1416,0.245887267
1882,1445,0.462834281
1883,2536,4.851311277
1884,1507,5.364956556
1885,1501,1.02691032
1886,1508,10.6854216
1887,1438,1.026927299
1888,1425,5.611016061
1889,2537,5.321554489
1890,1448,0.007232225
1891,1901,2.523868532
1892,2548,0.838880108
1893,1909,1.540355574
1894,1459,0.354372004
1895,1908,0.007232291
1896,1446,0.007232291
1897,2547,2.827506407
1898,1460,4.360483152
1899,1474,0.007232357
1900,1477,1.916382837
1901,1478,1.178812321
1902,1471,0.318214924
1903,1475,0.014464845
1904,1908,0.036162172
1905,1907,0.072323979
1906,1468,2.78379875
1907,1467,4.590833375
1908,1545,0.02892969
1909,1469,0.014464977
1910,1446,0.723212286
1911,1472,0.021697555
1912,1906,0.007232554
1913,1908,0.007232554
1914,1476,0.036162567
1915,1902,1.692271311
1916,1433,2.531229549
1917,1909,0.05062779
1918,1461,0.397777633
1919,1537,0.01446524
1920,1545,0.01446524
1921,1548,0.00723262
1922,1456,3.36260406
1923,1542,0.014465306
1924,1548,0.007232686
1925,1487,1.012542042
1926,1465,0.166349622
1927,1414,0.441176038
1928,1457,0.860664068
1929,1413,0.419482946
1930,1470,0.101257682
1931,1455,0.614756577
1932,1412,0.007232818
1933,2539,2.343058082
1934,2534,0.332695128
1935,1492,1.815248882
1936,1910,1.735766228
1937,1502,6.12555349
1938,1427,0.448409676
1939,1462,0.289305188
1940,2532,0.007232884
1941,1535,0.007232884
1942,1540,0.007232884
1943,1428,0.007232884
1944,1412,0.007232884
1945,1463,7.173722617
1946,1491,6.745828536
1947,2533,0.600303617
1948,1358,12.66042996
1949,1489,0.976401287
1950,1412,0.00723295
1951,1412,0.00723295
1952,1428,2.393833253
1953,2540,4.454810154
1954,1494,0.007233015
1955,1358,0.036164795
1956,1499,3.109769107
1957,2247,1.113782754
1958,2250,2.820273989
1959,1500,1.186160813
1960,1449,4.468924709
1961,2531,0.050630844
1962,2532,0.021699136
1963,2249,1.482581353
1964,1493,0.744977222
1965,2545,0.007233081
1966,1358,0.014466163
1967,1357,7.896219191
1968,2545,3.890852003
1969,1453,0.34718335
1970,1466,0.405039687
1971,1450,2.559938175
1972,1495,0.021699334
1973,1498,0.007233147
1974,1494,0.007233147
1975,1534,0.007233147
1976,1450,0.028932589
1977,1358,0.007233147
1978,1496,0.021699549
1979,1498,0.007233213
1980,1496,0.007233213
1981,1532,0.007233213
1982,1450,0.007233213
1983,1358,0.007233213
1984,1359,3.803956195
1985,1431,8.180025533
1986,1524,0.188059969
1987,1919,2.415168124
1988,1360,0.050632491
1989,1355,0.057865764
1990,1919,0.007233279
1991,1526,0.007233279
1992,1544,0.007233279
1993,1363,0.007233279
1994,1360,0.014466558
1995,1533,0.028933277
1996,1429,0.60034953
1997,1370,0.028933277
1998,1360,0.057866117
1999,1532,0.007233345
2000,1550,0.007233345
2001,1363,0.007233345
2002,1361,0.007233345
2003,1360,3.196620942
2004,1905,0.990883562
2005,1920,3.601660142
2006,1447,12.60539824
2007,1552,5.734178734
2008,1451,2.516852083
2009,1353,1.612936276
2010,1369,0.173596442
2011,1364,0.028933511
2012,1356,0.072333699
2013,1903,0.007233411
2014,1532,0.007233411
2015,1551,2.270821276
2016,1368,0.007233411
2017,1363,0.007233411
2018,1361,0.007233411
2019,1409,0.643731028
2020,1552,0.007233477
2021,1364,0.007233477
2022,1518,5.358588369
2023,1523,6.696531122
2024,1919,0.137434718
2025,1365,0.021700519
2026,1361,0.245935513
2027,1550,0.086801484
2028,1517,10.12404531
2029,2248,7.954968216
2030,1407,0.050634797
2031,1516,0.007233608
2032,1366,0.028934271
2033,2413,4.686274337
2034,2414,1.735739585
2035,1410,0.448461453
2036,1367,1.772082497
2037,1531,0.144670303
2038,1408,0.06510254
2039,1405,0.007233674
2040,1554,2.444578496
2041,1614,0.043402086
2042,1554,0.00723374
2043,1519,1.93852227
2044,1906,1.772155554
2045,2522,1.967291699
2046,2412,0.122972478
2047,1538,0.745021395
2048,1521,3.847850178
2049,2415,7.058682303
2050,2523,1.87336507
2051,1520,0.007233938
2052,2546,8.845929639
2053,1546,2.285702014
2054,2521,6.905872485
2055,1434,8.599963521
2056,2418,2.05414437
2057,2411,0.180846978
2058,2524,2.242088129
2059,1553,2.039731717
2060,1520,0.860824701
2061,1373,1.533510189
2062,1378,0.007234135
2063,1376,10.11019047
2064,1375,6.125915018
2065,1376,0.021702513
2066,1371,1.244149128
2067,2412,0.195319271
2068,2274,2.271211198
2069,2417,4.846024485
2070,2263,9.111641019
2071,1432,6.560880278
2072,1362,1.38889175
2073,2273,0.079576408
2074,2274,0.007234333
2075,1525,0.007234333
2076,1526,0.513610516
2077,2416,3.949589617
2078,1494,1.236942448
2079,1458,2.329152151
2080,2264,6.371942503
2081,1515,4.22397739
2082,1374,0.332776051
2083,1430,3.399903144
2084,2551,0.007234596
2085,2261,0.094048192
2086,2276,4.093379588
2087,2529,1.265907083
2088,2276,0.007234662
2089,1574,0.007234662
2090,1452,1.84463551
2091,2262,0.144691262
2092,1573,0.043407929
2093,2276,0.007234728
2094,1530,0.007234728
2095,1574,0.007234728
2096,2526,0.557032908
2097,1512,0.021704273
2098,1574,0.014469587
2099,2519,0.361718829
2100,1511,0.253211106
2101,2275,5.633735587
2102,2525,3.139327778
2103,1510,0.007234859
2104,1572,0.007234859
2105,1525,3.392773586
2106,1522,3.407241401
2107,2530,4.029429263
2108,1528,0.477469234
2109,1513,4.282210095
2110,1516,2.669469994
2111,2526,0.007234925
2112,1569,0.875358499
2113,2552,0.296626086
2114,1509,12.73808268
2115,2294,0.007234991
2116,1528,0.007234991
2117,1354,2.510243643
2118,1405,1.186436154
2119,2520,0.607701622
2120,1464,3.920674405
2121,2294,0.007235057
2122,1570,3.913791776
2123,1386,1.5191978
2124,1385,1.794022418
2125,1406,2.785202596
2126,1368,3.219260982
2127,1386,0.007235123
2128,1529,1.360147028
2129,2517,0.549837688
2130,1372,1.540903299
2131,1544,1.374564723
2132,1404,0.014470311
2133,2516,0.007235189
2134,1571,0.007235189
2135,1564,0.007235189
2136,1385,0.007235189
2137,1448,10.72075531
2138,2518,0.115761814
2139,1386,0.043410934
2140,1587,0.014470443
2141,2516,0.007235254
2142,2527,0.245991227
2143,1571,2.01130415
2144,2285,0.10129082
2145,1383,2.220968704
2146,1381,0.057882616
2147,2528,0.00723532
2148,1490,3.428881008
2149,1587,0.00723532
2150,1386,0.00723532
2151,1379,0.021705961
2152,1565,3.769288853
2153,2410,2.329561129
2154,1567,0.253232634
2155,1555,0.383462753
2156,1377,6.763598896
2157,2285,0.007235386
2158,1556,0.007235386
2159,1384,0.043412118
2160,1606,0.007235386
2161,1382,0.014470772
2162,1608,0.007235386
2163,2286,4.239015171
2164,2288,5.221667341
2165,2283,0.007235452
2166,1587,0.021706266
2167,1399,0.007235452
2168,1390,0.007235452
2169,1378,0.014470904
2170,1563,3.103761366
2171,1564,0.274946547
2172,1556,0.246002836
2173,1403,0.137469809
2174,1380,0.065119085
2175,1575,4.376858749
2176,1589,0.007235518
2177,1561,0.007235518
2178,1390,0.007235518
2179,2409,3.834368975
2180,1527,3.624730387
2181,1389,2.170487357
2182,1577,1.389135664
2183,1404,0.115766744
2184,1402,0.007235583
2185,1394,0.007235583
2186,1388,0.007235583
2187,1393,0.079591904
2188,1391,0.050649078
2189,1607,0.072355392
2190,1539,2.24989813
2191,1387,0.369003267
2192,1584,0.007235649
2193,1562,0.028942465
2194,1557,0.028942435
2195,1394,0.007235649
2196,1543,2.720304635
2197,1559,0.151948175
2198,1590,0.115769999
2199,1394,0.057885212
2200,1607,0.007235715
2201,1454,5.172480655
2202,2287,2.770383745
2203,1591,0.057886278
2204,1558,0.072357348
2205,1598,0.007235781
2206,1593,0.325604389
2207,1401,0.32560165
2208,1536,2.459723973
2209,1578,0.274959649
2210,1395,0.065121896
2211,1598,0.007235847
2212,1397,0.014471693
2213,2528,2.423823164
2214,1399,0.23877791
2215,1592,0.007235913
2216,1397,0.007235913
2217,1560,0.202603002
2218,1400,0.014471891
2219,1592,0.007235978
2220,1602,0.007235978
2221,1592,0.17366074
2222,1398,0.050651854
2223,1396,0.101302446
2224,1599,0.007236044
2225,1400,0.007236044
2226,1488,4.167070212
2227,1568,0.817625422
2228,1609,0.231546335
2229,2554,0.007236176
2230,1564,2.148982168
2231,1615,4.753493814
2232,1402,0.80319701
2233,2515,3.335311917
2234,1530,4.254453283
2235,1533,2.930162693
2236,2554,0.043417647
2237,1594,1.613617939
2238,1534,0.014472681
2239,2553,1.338616029
2240,1877,10.22055755
2241,1378,4.941681125
2242,1540,3.508982052
2243,1588,0.803187819
2244,1604,0.289449518
2245,2513,0.007236439
2246,2553,0.007236439
2247,1903,8.182597146
2248,1582,0.66572328
2249,1576,3.031773706
2250,1904,3.139823965
2251,2516,1.823464679
2252,1612,2.112801333
2253,1534,6.757723079
2254,1878,12.92797328
2255,1514,3.596239679
2256,1542,6.677626354
2257,1535,5.050112149
2258,1541,3.183306907
2259,1542,0.007236899
2260,2419,4.616053476
2261,1566,1.787265246
2262,2420,5.159302487
2263,1579,18.89318097
2264,1596,0.007237163
2265,2369,2.894355815
2266,1388,1.736716255
2267,1510,18.24812378
2268,1510,0.007237294
2269,2256,0.007237426
2270,1611,3.502387368
2271,2278,0.036187505
2272,2259,5.897123888
2273,2260,3.675626484
2274,2277,0.043425936
2275,2370,5.00697187
2276,2369,0.14475215
2277,1842,0.007237755
2278,2246,8.884814018
2279,2366,0.180938783
2280,2370,0.021713354
2281,2365,0.709239173
2282,2368,0.02895112
2283,2367,0.014475641
2284,2243,0.007237886
2285,2371,3.422614005
2286,2255,1.80926275
2287,2246,0.014475838
2288,2241,0.007237952
2289,2245,10.82949595
2290,2368,0.050665706
2291,2258,0.130281138
2292,2255,0.007238018
2293,1580,25.26406975
2294,2244,0.579029706
2295,1585,3.618567076
2296,2257,0.188185578
2297,1610,4.450479753
2298,2257,0.007238149
2299,2256,0.405320068
2300,1584,2.656008614
2301,1583,3.84288504
2302,1586,3.075784653
2303,1875,4.168580645
2304,1872,1.143531863
2305,2352,7.554044166
2306,2342,4.262493514
2307,1572,15.58772204
2308,2354,0.014476956
2309,1876,8.279255103
2310,1616,14.21279394
2311,1871,5.593765725
2312,2351,5.904317488
2313,2341,0.969903474
2314,1873,0.09409995
2315,1874,0.007238609
2316,1620,0.014477219
2317,2345,4.059565303
2318,1595,12.31096289
2319,2342,0.028954438
2320,2343,0.007238675
2321,2340,0.007238675
2322,2372,5.999453064
2323,2346,2.554679996
2324,2344,0.028955125
2325,2281,0.028955227
2326,1921,11.28962537
2327,2349,0.18820699
2328,1617,8.135109979
2329,2282,0.173729722
2330,2340,0.06515018
2331,2284,4.139542437
2332,2337,0.007239004
2333,2279,0.007239004
2334,1607,3.86489612
2335,2347,0.448808351
2336,2355,0.00723907
2337,2284,0.00723907
2338,2350,0.260597715
2339,1619,5.479482984
2340,2339,1.317428885
2341,2356,0.007239135
2342,1620,2.120953394
2343,2338,0.152021997
2344,2408,9.25666951
2345,2356,0.130305285
2346,2283,5.47147601
2347,1874,0.571880415
2348,1621,2.48301829
2349,2407,7.982529336
2350,2405,5.066854963
2351,1768,4.002719163
2352,1769,0.007239793
2353,1766,0.007239793
2354,2253,3.778265068
2355,2280,1.266817174
2356,1767,2.468403537
2357,2348,0.933873468
2358,1608,6.051130524
2359,2241,1.317468088
2360,1769,6.109764944
2361,2254,1.11481272
2362,2364,5.689930786
2363,1749,2.801529702
2364,2422,3.221329399
2365,2362,0.007240055
2366,2241,0.007240055
2367,2252,0.02896006
2368,2335,0.803577835
2369,2336,0.912192374
2370,1750,6.087494313
2371,2363,1.462237673
2372,2374,0.007240121
2373,2333,0.079639822
2374,1747,2.816044048
2375,2403,0.774652392
2376,1618,4.198632769
2377,2360,0.007240187
2378,2335,0.007240187
2379,2333,0.007240187
2380,2235,0.007240187
2381,2404,0.405437007
2382,2240,0.02172065
2383,2251,0.094121486
2384,2360,0.007240253
2385,2333,0.007240253
2386,2334,0.007240253
2387,1922,11.8566472
2388,2421,0.39819525
2389,2357,0.52852586
2390,1745,0.152043047
2391,1858,0.33302853
2392,1743,1.107679552
2393,2360,0.007240318
2394,2334,0.007240318
2395,2512,0.007240318
2396,1743,0.007240318
2397,1859,9.062631761
2398,1622,4.604442521
2399,2361,0.159285255
2400,1857,5.218810035
2401,1744,4.060847796
2402,2511,0.014480768
2403,1745,0.007240384
2404,1869,14.07935382
2405,1596,18.41524142
2406,2239,0.181008764
2407,2359,1.614499004
2408,2294,5.544137698
2409,2331,0.803660919
2410,2512,0.101366582
2411,2362,0.304097533
2412,2293,4.994391092
2413,1867,1.143925311
2414,2514,10.40128806
2415,2332,0.007240647
2416,2294,0.007240647
2417,1860,5.103472833
2418,2291,3.119804579
2419,2373,4.162692293
2420,2242,6.508242279
2421,2332,0.412710872
2422,2360,0.521307065
2423,2513,4.581665984
2424,2279,3.185569305
2425,1926,8.945245567
2426,2292,0.007240713
2427,2294,0.007240713
2428,1925,15.1341196
2429,1746,0.448911174
2430,2330,0.108610939
2431,2238,0.456152396
2432,2555,0.014481688
2433,2328,0.014481688
2434,2406,6.812371057
2435,2329,0.195501244
2436,2402,0.217215642
2437,1754,0.00724091
2438,2556,0.101372526
2439,2237,0.593722269
2440,2401,0.24618069
2441,1754,0.007240975
2442,1770,2.838166546
2443,2302,0.014482148
2444,2374,2.816426594
2445,2300,16.52896508
2446,1741,0.651651561
2447,2299,15.24968015
2448,2377,1.230924157
2449,2302,0.007241172
2450,1599,12.92129258
2451,1742,0.485138084
2452,2381,0.057929642
2453,2380,0.007241238
2454,1753,0.586511826
2455,1748,16.93274707
2456,2379,0.253439105
2457,2301,0.470661724
2458,1754,0.043447231
2459,1740,0.007241304
2460,2292,10.43130783
2461,2382,0.021724001
2462,2381,0.021724019
2463,2399,5.025131296
2464,2358,1.216457854
2465,2382,0.007241435
2466,2383,0.007241435
2467,2380,0.086896851
2468,1740,0.02896574
2469,2509,0.007241501
2470,1740,0.007241501
2471,1865,3.700026326
2472,1600,12.84211343
2473,2378,1.115133886
2474,1851,8.216486063
2475,1751,0.97757637
2476,1928,0.007241698
2477,1852,7.057450911
2478,1836,0.007241764
2479,1855,4.22118089
2480,1870,13.91592895
2481,2376,1.832028113
2482,2397,3.54065811
2483,2396,0.007241829
2484,1863,4.025997984
2485,1856,0.007241895
2486,1853,0.050693121
2487,1774,0.007241895
2488,1856,1.766874509
2489,1756,2.548823696
2490,1848,1.58581714
2491,2423,0.333120651
2492,1774,0.007241961
2493,1737,0.448971689
2494,1924,0.572068858
2495,1849,0.340361714
2496,1847,3.373901086
2497,1756,0.007242026
2498,1632,9.50720496
2499,2383,0.630024333
2500,1850,0.007242092
2501,1631,10.67924517
2502,1765,17.52085743
2503,2384,0.680736754
2504,2386,0.036210937
2505,1764,0.007242223
2506,1763,0.007242223
2507,2400,4.337667949
2508,1755,2.983247868
2509,1763,0.007242289
2510,1774,0.007242289
2511,1841,14.53649261
2512,1845,0.31865422
2513,1842,5.270676067
2514,1773,2.215915314
2515,2304,5.92250943
2516,1752,1.520768528
2517,1840,0.007242354
2518,2297,1.071753365
2519,1861,1.839437681
